469.973821871  -1.55669898534
470.99361894  -2.11765501691
471.991972943  -1.76896505073
472.991950395  -0.580626832018
474.010326945  -1.87627508455
475.004960541  -3.45177903044
475.9967531  5.50333258174
476.994633596  5.60712514092
478.01957159  7.70505524239
479.027801578  13.1616054115
480.030011274  15.5044599775
481.00259301  14.5237339346
482.041939121  12.0735422773
482.997204059  14.1365682074
483.998128523  15.8147012401
485.014069899  13.2595806088
486.001803833  8.11557158963
487.025930101  9.79367756483
488.024689966  10.3522795941
488.995512965  8.46193461105
490.027688839  2.30329650507
490.976527621  1.04271476888
491.995918828  0.271846674183
492.971882751  1.04038782413
493.967531003  -0.0103359639233
494.986245772  -1.13105749718
495.937316798  -1.23712288613
496.956166855  -2.28787373168
497.934024803  -0.539742953777
498.976820744  -1.20568207441
499.976054115  -0.402182638106
